,Date,Unnamed: 0,Unnamed: 1,open,close,high,low,Money,Factor,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend,open_norm,high_norm,low_norm,close_norm,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_023,alpha_024,alpha_025,alpha_026,alpha_027,alpha_028,alpha_029,alpha_030,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101
849,2011-03-08,600519.XSHG,849,104.84,104.42,104.94,103.29,560058560.0,4.417,104.42,['hanging man'],None,0.2545454545454569,0.0606060606060574,0.6848484848484856,106.85,1,0.0230126136082957,0.0221531254381551,0.0237195871971805,0.0227363598500624,-0.11298315,-0.22793858,-0.43383304,-1.0,-0.04625762,0.58390111,0.2,-0.90731463,0.66,0.97270471,0.3567921,-0.66,-0.22431762,0.17673746,-0.79137633,-0.16823821,-0.00022301,-0.28436725,1.44218362,-0.48934101,1.0,-0.91477702,0.0,-1.72,0.96526055,0.16666667,1.0,-0.00073576,1.55017439,0.17032102,0.07166716,0.01139062,0.72051536,0.73449132,0.19921875,4.72997634,1.9389829,-0.02601402,-1.14683133,0.70331627,0.45974459,0.00743679,0.075,0.36495796,0.0,1.0,-0.01508799,0.0,1.0,-0.90597015,1.0,0.1951861,0.0280303,-0.69960023,-0.11395445,-0.00153243,-13.75308913,0.0,0.0,-0.00111831,0.0,0.0,0.0,0.0,-1.0,-0.84724983,0.0,0.0,0.0,0.0,1.0,14.46102901,-0.1875,0.0,0.0,0.0,0.31034483,0.77667686,0.0,0.0,0.0,0.0,-0.7253469,1.6726561,0.99619252,-1.0,0.0,0.39556331,0.0,0.0,0.0,0.16666667,0.0,0.0,1.0,0.0,0.0,0.56678252,0.0,0.0,-0.2534809
850,2011-03-09,600519.XSHG,850,104.88,105.17,105.3,104.03,406818016.0,4.417,105.17,['hammer'],None,0.228346456692919,0.1023622047244061,0.6692913385826748,106.851,1,0.0230293591885091,0.0223015827195724,0.0240423620137659,0.02304872969596,0.32483919,-0.07553682,-0.04981453,-1.0,-0.08278489,0.42049082,-1.0,-0.88922156,-1.27,0.01683168,0.00511535,1.27,-0.17600397,0.31396092,-0.29613095,-0.14080317,-0.03884359,-0.94695092,1.46683168,-0.52088129,-1.0,-0.55674615,0.0,-2.06,0.06534653,0.16666667,1.0,-0.00025473,0.62715988,0.10995167,0.04260764,0.00992103,0.3913904,0.07882995,0.04296875,2.56326972,1.06175833,-0.18550409,-1.36456254,0.46547423,0.02458507,0.01633663,0.0125,0.41340789,0.0,1.0,-0.17710022,0.0,1.0,-0.81709742,1.0,0.19232673,-1.17330598,-0.88972276,0.7655657,-0.12082737,-15.75612606,0.0,0.0,-0.00148152,0.0,0.0,0.0,-1.0,-1.0,-0.53275434,0.0,-1.0,0.0,0.0,0.75,14.31896499,-0.62897527,0.0,0.0,0.0,0.22915627,0.96432682,0.0,0.0,0.0,0.0,-0.56583224,0.06458912,0.99886242,-1.0,0.0,0.39915339,0.0,0.0,0.0,0.33333333,0.0,0.0,1.0,0.0,0.0,0.59970238,0.0,0.0,0.23245002
851,2011-03-10,600519.XSHG,851,105.16,107.54,108.84,104.81,991540416.0,4.417,107.54,[],buy,0.5905707196029799,0.3225806451612895,0.0868486352357305,106.7615,1,0.0231465782500031,0.0237614126535089,0.0243825841177342,0.0240358184089962,0.38360575,-0.38085859,-0.15368535,-1.0,-0.43015621,0.10122318,-0.28333333,-0.9855,-4.01,0.00099157,0.06260865,-4.01,-0.16617063,0.09096509,-0.76818592,-0.13740079,-0.83092334,-1.0,-1.51363411,-0.16645925,-1.0,-1.26643693,-6.6,-4.62,0.00148736,-0.08838835,1.0,-0.00029086,0.80496771,0.06930465,-0.00010511,0.00617263,0.07776127,0.07142857,0.0,3.09959487,0.9473408,-0.85577982,-1.45774143,-0.48314626,-1.20245901,0.18434093,0.125,-0.67496531,0.0,-1.0,-0.99331874,0.0,-4.01,-0.82162431,-4.01,0.16175012,-7.28571429,-0.60566805,-0.68192543,-0.3951413,-0.85095686,0.0,0.0,-0.00081356,0.0,0.0,0.0,-1.0,-1.0,-1.60699486,0.0,0.0,0.0,0.0,0.8,7.09888522,-0.98940464,0.0,0.0,0.0,0.1889332,0.8041257,0.0,0.0,0.0,0.0,-0.09893578,0.37288325,0.94793307,0.0,0.0,0.38478803,0.0,0.0,0.0,0.16666667,0.0,-0.9905894,1.0,-0.90909091,0.0,0.78039702,0.0,0.0,0.59082246
852,2011-03-11,600519.XSHG,852,107.3,106.38,108.37,106.29,424871808.0,4.417,106.38,['bearish harami'],None,0.4423076923076935,0.5144230769230809,0.0432692307692256,106.617,1,0.0240424667914212,0.0235675934249919,0.025028133750905,0.0235526863806747,0.21698113,-0.31271642,0.00572085,-1.0,-0.00048469,0.2209284,-1.0,-0.99197593,1.96,0.99528068,0.34824141,-1.96,-0.15514669,0.10567577,-0.81685604,-0.11287916,-0.00046602,-0.1720537,-1.5136612,-0.00061951,-1.0,-0.72358541,-5.2,-3.32,0.99354198,-0.14484136,1.0,0.00174338,0.80398605,0.05432404,-0.05933898,0.00899184,0.76713009,0.50671308,0.08789062,3.8516081,1.93081629,-0.18620649,-0.52474598,-0.31867846,-0.35688948,1.00049677,0.0375,-0.37325094,0.0,-1.0,-0.98922598,0.0,1.96,-0.7565,1.96,-0.0780924,22.10895522,-0.04461885,-0.31468798,-0.00521054,47.77460179,0.0,0.0,7.372e-05,0.0,0.0,0.0,-1.0,-1.0,-1.99003984,0.0,0.0,0.0,0.0,1.0,2.57105603,-0.99234694,0.0,0.0,0.0,0.08363418,0.99038336,0.0,0.0,0.0,0.0,1.84935984,0.75558804,0.98958574,0.0,0.0,0.38697605,0.0,0.0,0.0,0.11111111,0.0,-0.98709037,1.0,-1.0,0.0,0.88179746,0.0,0.0,-0.44431786
853,2011-03-14,600519.XSHG,853,106.08,108.06,108.72,105.83,408383264.0,4.417,108.06,"['bullish engulfing', 'piercing line']",None,0.6851211072664373,0.2283737024221441,0.0865051903114186,106.492,1,0.0235317265949118,0.0237119268930365,0.0248274899460006,0.0242523948354852,0.29531873,-0.25156085,-0.06612302,-0.94444444,-0.80165394,0.36971626,-1.0,-0.99698795,-2.84,0.00348606,0.5482022,2.84,-0.16442451,0.18448915,-0.74174767,-0.11210762,-0.11402944,-0.99950174,-1.52340637,-2.32e-06,-1.0,-0.8441705,0.2,-4.89,0.0059761,-0.81649658,1.0,-0.00087374,0.211994,0.06752294,1.79264503,0.00776519,0.32420319,0.03139013,0.00146484,1.63194281,0.93612476,-0.57996996,-0.9790059,-0.1080265,-0.99560309,0.0941704,0.0125,-0.14066367,0.0,-1.0,-0.9942418,0.0,-2.84,-0.54290015,-2.84,-0.03899402,-1.23863206,-0.70269299,-0.13237281,-0.55064057,-9.53531797,0.0,0.0,-0.00013581,0.0,-1.0,0.0,-1.0,-1.0,-1.82933533,0.0,0.0,0.0,0.0,1.0,1.53706019,-0.99691834,0.0,0.0,0.0,0.0029994,0.99692381,0.0,0.0,0.0,0.0,-2.89100087,0.72908373,0.95950881,-1.0,0.0,0.40854573,0.0,0.0,0.0,0.05555556,0.0,-0.99103586,1.0,-1.0,0.0,0.88455295,0.0,0.0,0.68697608
854,2011-03-15,600519.XSHG,854,107.33,105.93,108.26,104.6,554199744.0,4.417,105.93,[],None,0.3825136612021823,0.2540983606557388,0.3633879781420788,106.3155,1,0.0240550259765813,0.0235222314778922,0.0242909858589735,0.0233652644731362,0.11191067,-0.25072085,0.34061334,-0.88888889,-0.09991294,0.31375615,-1.0,-0.99049525,3.61,0.99751861,0.16030688,3.61,-0.19751861,0.02994095,-0.26901298,-0.14937965,-0.00056171,-0.04218362,-1.53300248,-9.52e-06,-1.0,-0.1169511,0.18,2.73,0.99602978,-0.81649658,1.0,0.00068298,0.21268026,0.14817963,2.61325782,0.01125596,0.4382134,0.84565757,0.08789062,2.95167163,1.92549175,-0.36834412,-0.67946823,-0.08902926,0.73732352,0.89721946,0.15,-0.33705726,0.0,-1.0,-0.98597186,0.0,3.61,-0.40977069,3.61,-0.81107692,0.27172619,-0.38643526,-0.16149615,-0.00381186,2.64079758,0.0,0.0,0.00020639,0.0,0.0,0.0,0.0,-1.0,-1.65571594,0.0,0.0,0.0,0.0,0.86666667,0.95403406,-0.98979071,0.0,0.0,0.0,0.02562574,0.99655208,0.0,0.0,0.0,0.0,0.1993324,0.75154533,0.88864879,0.0,0.0,0.40961155,0.0,0.0,0.0,0.05555556,0.0,-0.95930521,1.0,-1.0,0.0,0.68521739,0.0,0.0,-0.38281376
855,2011-03-16,600519.XSHG,855,106.12,107.45,108.11,105.95,438681952.0,4.417,107.45,[],None,0.6157407407407409,0.3055555555555544,0.0787037037037046,106.2615,1,0.0235484721751252,0.0234603742773017,0.0248798318081496,0.0239983340274885,-0.1297123,-0.13887283,0.44013945,-1.0,-0.78087281,0.34911337,-1.0,-0.99399099,-2.57,0.00994036,0.57659771,2.57,-0.19781312,0.2400914,-0.25957681,-0.14264414,-0.40145863,-0.98807157,-1.50298211,-0.00334719,-1.0,-0.58766562,1.03,-1.8,0.01292247,-0.81649658,1.0,-0.0007945,0.62439024,0.08892314,1.43626285,0.00952475,0.44196429,0.16252485,0.00585938,1.66995288,0.95222926,-0.35794792,-1.0134822,-0.01473174,-0.32093064,0.0516129,0.075,-0.57961026,0.0,-1.0,-0.98618949,0.0,-2.57,-0.40639041,-2.57,-0.97628827,-14.31335968,-0.64971663,-0.32870517,-0.02308119,-12.61714825,0.0,0.0,-0.0001866,0.0,0.0,0.0,-1.0,-1.0,-1.47758964,0.0,-1.0,0.0,0.0,0.73333333,0.56432832,-0.79357798,0.0,0.0,0.0,0.00592417,0.96383012,0.0,0.0,0.0,0.0,-2.61179241,1.0082407,0.85582872,-1.0,0.0,0.40723192,0.0,0.0,0.0,0.05555556,0.0,-0.9796627,1.0,-1.0,0.0,0.24919733,0.0,0.0,0.61185468
856,2011-03-17,600519.XSHG,856,106.89,111.69,111.99,106.47,1653009408.0,4.417,111.69,[],None,0.8695652173913044,0.054347826086956,0.0760869565217395,106.491,1,0.0238708245942336,0.02506041386591,0.0251066465441285,0.0257642648896293,0.44062345,-0.42422805,-0.21832778,-1.0,-0.85799109,-0.15381217,-0.91666667,-1.0,-7.19,0.00049505,0.36913377,-7.19,-0.22767857,-0.14778481,-0.71414392,-0.17162698,-0.87897248,-1.0,-1.58564356,-0.00017409,-1.0,-0.11189655,-6.31,-6.15,0.0029703,0.0,1.0,-0.0026882,0.40148883,0.04027011,1.23502662,0.00554266,0.01286492,0.17609127,0.0,1.37079527,0.94243029,-0.95220031,-1.55407276,-0.61619539,-1.93680501,0.00049505,0.125,-0.97034643,0.0,-1.0,-0.99036886,0.0,-7.19,-0.96323895,-7.19,-1.59189604,-0.53790842,-0.7597502,-0.73480601,-0.84223458,-3.49524405,0.0,0.0,-0.00098037,0.0,0.0,0.0,-1.0,-1.0,-1.32338308,0.0,0.0,0.0,0.0,0.66666667,0.40026576,-0.98362334,-1.0,0.0,0.0,0.00059207,0.60114125,0.0,0.0,-1.0,0.0,-5.56617844,1.0,0.92796532,-1.0,0.0,0.41302187,0.0,0.0,0.0,0.05555556,0.0,-0.99851559,1.0,-1.0,0.0,0.32642421,0.0,0.0,0.86942573
857,2011-03-18,600519.XSHG,857,112.0,112.95,114.69,110.57,1175141376.0,4.417,112.95,['three white soldiers'],None,0.230582524271845,0.4223300970873769,0.347087378640778,106.762,1,0.0260100724664983,0.0261738434765396,0.0268949935008854,0.0262890462307371,0.40697091,-0.37363589,-0.5443631,-1.0,-0.64590034,-0.37562581,-0.93333333,-0.99949495,-2.12,0.00502008,0.03949569,2.12,-0.24861878,-0.23686922,-1.20496592,-0.16624812,-0.00083006,-0.99799096,-1.60843373,-0.92934993,-1.0,-0.31647397,-11.13,-11.88,0.00200803,-0.19963735,-1.0,0.00027343,0.20201309,0.01369202,1.1320688,0.00423757,0.26579739,0.22350578,0.01513672,1.88476183,0.92141985,-0.69472648,-0.7381113,-0.68386828,-0.54626638,0.34922228,0.11875,-0.91062216,0.0,-1.0,-0.99713606,0.0,-2.12,-0.77660111,-2.12,-1.16694378,0.63642825,-0.55301983,-0.80033011,-0.65566483,-0.02147025,0.0,0.0,-0.0006097,0.0,0.0,0.0,-1.0,-1.0,-1.16616263,0.0,0.0,0.0,0.0,0.66666667,0.62184984,-0.99895942,-1.0,0.0,0.0,0.00059559,0.47784532,0.0,0.0,-1.0,0.0,-0.10166128,0.81108837,0.97491147,0.0,0.0,0.41582661,0.0,0.0,0.0,0.05555556,0.0,-1.0,0.0,-1.0,0.0,0.55687745,-1.0,0.0,0.22952231
858,2011-03-21,600519.XSHG,858,112.15,110.57,112.85,109.05,910057856.0,4.417,110.57,[],None,0.4157894736842141,0.1842105263157866,0.3999999999999992,106.8695,1,0.0260728683922987,0.0254150618159624,0.0262319965803316,0.0252977925864223,0.224,-0.56933967,-0.6490521,-0.94444444,-0.832095,-0.3624969,-0.46666667,-0.99446123,4.02,0.999,0.01687832,-4.02,-0.25075075,-0.07475475,-1.00835607,-0.16416416,-0.00090356,-0.47397397,-1.5965,-1.99e-06,-1.0,-0.4024094,-1.45,-5.29,0.999,-0.55925894,1.0,0.00122164,1.0022579,0.07282953,1.07904914,0.00865362,0.7225,0.83483483,0.10974121,3.21592217,1.91287306,-0.234632,-0.1989608,-0.6920662,0.67998937,0.16008004,0.4,-0.91690304,0.0,-1.0,-0.99454525,0.0,4.02,-0.80926019,4.02,-0.864348,1.03391473,-0.43069783,-0.75406805,-0.00028425,-0.07835305,0.0,0.0,7.684e-05,0.0,0.0,0.0,-1.0,-1.0,-1.16566366,0.0,0.0,0.0,0.0,1.0,0.85948563,-0.99894792,-1.0,0.0,0.0,0.00059952,0.74442318,0.0,0.0,-1.0,0.0,-1.002715,0.01804134,0.97795478,-1.0,0.0,0.41340361,0.0,0.0,0.0,0.05555556,0.0,-0.998,0.0,-1.0,0.0,0.42663996,-1.0,0.0,-0.41517649
859,2011-03-22,600519.XSHG,859,111.31,109.76,112.26,109.43,521369664.0,4.417,109.76,[],None,0.5477031802120135,0.335689045936397,0.1166077738515895,106.984,1,0.0257212112078168,0.025171756826973,0.0263977458104701,0.0249604331528529,0.08962264,-0.95479147,-0.54725473,-1.0,-0.00193975,-0.21580706,-1.0,-0.99849775,1.38,0.98383889,0.23081634,-1.38,-0.27150671,-0.00440642,-0.64915036,-0.1720537,-0.36143125,-0.45052213,-1.570363,-0.00545904,-1.0,-0.08949217,4.12,3.28,0.99502735,-0.6289709,1.0,0.00221261,0.40249501,0.25893926,2.03387679,0.0107589,0.78401192,0.94181999,0.0402832,2.78687563,1.90543547,-0.16714676,-0.93688656,-0.61705413,0.62050128,0.99900646,0.175,-0.79060654,0.0,-1.0,-0.99870699,0.0,1.38,-0.85348721,1.38,-0.8487996,7.58266167,-0.12344248,-0.88887613,-0.00275363,1.3557992,0.0,0.0,0.00060704,0.0,0.0,0.0,-1.0,-1.0,-1.16467066,0.0,0.0,0.0,0.0,0.75,0.66013102,-0.99895888,-1.0,0.0,0.0,0.00241546,0.83999715,0.0,0.0,-1.0,0.0,16.5564496,0.09656464,0.96288305,0.0,0.0,0.41042914,0.0,0.0,0.0,0.5,0.0,-0.99925494,0.0,-1.0,0.0,0.29632515,-1.0,0.0,-0.55009412
860,2011-03-23,600519.XSHG,860,109.91,110.22,110.31,108.43,792668096.0,4.417,110.22,"['hammer', 'bullish harami']",None,0.1648936170212782,0.0478723404255338,0.787234042553188,107.0955,1,0.025135115900347,0.0243676132192961,0.0259615636258952,0.0251520199916701,-0.32121662,-0.93456105,-0.4915072,-0.94444444,-0.91468623,-0.12346097,-0.31666667,-0.99651394,-0.79,0.06330366,0.1749473,-0.79,-0.2620109,-0.02876879,-0.23900823,-0.16443784,-0.16930494,-0.99306587,-1.5628091,-0.00214688,1.0,0.39194465,4.29,4.61,0.13006924,-0.84794611,1.0,-0.00086547,1.00297619,0.29773494,2.01960517,0.01034055,0.78783383,0.35116394,0.08886719,1.44965126,1.03993075,-0.12889007,-0.44196738,-0.58093096,0.23880423,0.00346363,0.6125,-0.42046987,0.0,-1.0,-0.99115331,0.0,-0.79,-0.854,-0.79,-0.80759644,-0.42684837,-0.9395167,-0.77121447,-0.19016046,-1.98637305,0.0,0.0,-0.00068781,0.0,0.0,0.0,0.0,-1.0,-1.15821316,0.0,0.0,0.0,0.0,1.0,0.7552984,-0.89014956,-1.0,0.0,0.0,0.0036452,0.78318839,0.0,0.0,0.0,0.0,-36.59066614,7.30299227,0.85119748,-1.0,0.0,0.39289264,0.0,0.0,0.0,0.44444444,0.0,-0.9980198,0.0,-1.0,0.0,0.15601153,-1.0,0.0,0.16609213
861,2011-03-24,600519.XSHG,861,110.08,108.46,110.23,108.43,393924352.0,4.417,108.46,[],None,0.9000000000000039,0.0833333333333366,0.0166666666666594,107.137,1,0.0252062846162541,0.0243346227123145,0.0259615636258952,0.0244189920866305,-0.40580423,-0.94452668,-0.44413033,-0.88888889,-0.00444946,-0.1749398,-1.0,-0.0009901,2.99,1.0,0.12153991,-2.99,-0.24299065,-0.08755608,-0.35946722,-0.17019183,-6.685e-05,-0.00147565,-1.52533202,-0.00281074,-1.0,0.22865286,3.43,3.58,0.99901623,-0.90703713,1.0,0.00042131,0.60739645,0.22995448,2.01546852,0.01463448,0.88440728,0.86719134,0.04956055,2.50268986,1.92512315,-0.04259671,-0.51422464,-0.64617354,0.53829971,0.99606299,0.0375,-0.75061187,0.0,2.99,-0.01793442,0.0,2.99,-0.1987084,2.99,-0.81217118,37.6,-0.01765885,-0.93810389,-0.00094723,1.14280627,0.0,0.0,0.00011736,0.0,0.0,0.0,0.0,-1.0,-1.06137749,0.0,0.0,0.0,0.0,1.0,0.88347229,-0.875,-1.0,0.0,0.0,0.01945289,0.98645952,0.0,0.0,0.0,0.0,7.70014869,1057.65509515,0.77221271,0.0,0.0,0.38729609,0.0,0.0,0.0,0.94444444,0.0,-0.99457456,0.0,-1.0,0.0,-0.02512811,-1.0,0.0,-0.90134382
862,2011-03-25,600519.XSHG,862,108.13,108.39,109.66,108.13,513404256.0,4.417,108.39,['inverse hammer'],None,0.169934640522879,0.830065359477121,0.0,107.25,1,0.0243899375808497,0.0240995653500705,0.0258307089705228,0.0243898375676801,-0.26602086,-0.80146491,-0.204741,-1.0,-5.528e-05,-0.14421431,-1.0,-0.002,0.12,0.77399304,0.26401933,0.12,-0.22028841,-0.07138896,-0.23047096,-0.15315763,-0.02950233,-0.9701641,-1.53704625,-4e-08,-1.0,0.28050355,1.11,2.32,0.95077076,-0.90703713,1.0,-8.237e-05,1.19900398,0.20396127,2.00658338,0.01474337,0.59860904,0.60815515,0.0859375,1.33002013,1.06204549,-0.09004042,-0.22660102,-0.62831632,0.30602292,0.99304175,0.25,-0.64358389,0.0,-1.0,0.00023574,0.0,0.12,-0.13841525,0.12,-2.16594331,4.70291777,-0.16472229,-0.89611343,-0.01040968,0.71503659,0.0,0.0,0.00029491,0.0,0.0,0.0,0.0,-1.0,-0.19604914,0.0,0.0,0.0,0.0,0.75,0.94766395,-0.875,0.0,0.0,0.0,0.09657702,0.96339386,0.0,0.0,0.0,0.0,3.34937776,29.67413254,0.65303428,0.0,0.0,0.38653367,0.0,0.0,0.0,0.83333333,0.0,-0.99076711,0.0,-1.0,0.0,-0.26293532,-1.0,0.0,0.16660209
863,2011-03-28,600519.XSHG,863,108.46,106.9,108.96,106.65,731052992.0,4.417,106.9,['bearish engulfing'],None,0.6753246753246737,0.2164502164502175,0.1082251082251087,107.316,1,0.0245280886176104,0.0238108984139813,0.025185159337352,0.0237692628071636,-0.3525,-0.19686767,0.05120428,-0.94444444,-0.00100625,-0.02875198,0.71666667,-0.00201207,2.52,0.987,0.34990816,2.52,-0.26126126,-0.01240451,-1.01393985,-0.1966967,-0.00203895,-0.02202202,1.531,-0.00731645,1.0,1.027938,2.15,5.63,0.9955,-0.90703713,1.0,0.00063602,1.8,0.20899874,2.08669541,0.01551404,0.661,0.83383383,0.48944092,2.97988756,1.94045245,-0.080122,-0.01076004,-0.57361715,1.01320539,0.94347174,0.7,-0.25944109,0.0,1.0,-0.00045779,0.0,1.0,-0.16457602,1.0,-1.649728,6.54613095,-0.1154866,-0.75713631,-0.0017055,0.70926346,0.0,0.0,-0.00016283,0.0,0.0,0.0,0.0,-1.0,-0.17118247,0.0,0.0,0.0,0.0,1.0,1.08702288,-1.0,0.0,0.0,0.0,0.0910005,0.69294754,0.0,0.0,0.0,0.0,2.43444662,2415.54326727,0.54840732,-1.0,0.0,0.37857501,0.0,0.0,0.0,0.5,0.0,-0.95655632,0.0,-0.92307692,0.0,-0.22505136,-1.0,0.0,-0.67501918
864,2011-03-29,600519.XSHG,864,106.95,105.74,107.13,105.47,476995776.0,4.417,105.74,[],sell,0.7289156626506087,0.1084337349397548,0.1626506024096365,107.325,1,0.0238959429645537,0.0230562405667769,0.0246704643595536,0.0232861307788421,-0.40019763,-0.13368393,0.52560665,-1.0,-0.00010155,-0.06099636,-1.0,-0.00647088,1.96,0.00989609,0.8628944,-1.96,-0.32063335,-0.04830767,-0.85328183,-0.22315685,-0.0306863,-0.09549728,1.55220188,-0.01006273,1.0,0.31070803,0.0,4.6,0.95744681,-0.42257713,1.0,8.549e-05,1.99900941,0.19683859,2.12773227,0.01425487,0.39328063,0.98812469,0.17138672,2.94044391,1.92825691,-0.11775261,-0.44469736,-0.58753619,0.05427013,0.97528423,0.2,-0.52077598,0.0,1.0,-0.00033139,0.0,1.96,-0.17711443,1.0,0.19751014,4.77558191,-0.17013311,-0.64020158,-0.00308684,1.29943376,0.0,0.0,-0.00061509,0.0,-1.0,0.0,0.0,0.0,-0.16716294,0.0,0.0,0.0,0.0,0.75,1.29135474,-1.0,0.0,0.0,0.0,0.06580259,0.77553113,0.0,0.0,0.0,0.0,2.9032245,7495794420.46353,0.34684187,0.0,0.0,0.38715278,0.0,0.0,0.0,0.16666667,0.0,-0.80143153,0.0,-0.76923077,0.0,-0.12236448,-1.0,0.0,-0.73188147
865,2011-03-30,600519.XSHG,865,105.73,105.6,106.51,105.35,368964864.0,4.417,105.6,[],None,0.1120689655172486,0.672413793103443,0.2155172413793083,107.3695,1,0.0233852027680444,0.0228005641376693,0.0246181224974047,0.0232278217409412,0.28027682,0.11249414,0.89648606,-0.94444444,-0.00020012,-0.10148751,-1.0,-0.00547809,-0.24,0.18091943,0.77671824,-0.24,-0.38465347,-0.0737268,-0.69901796,-0.2460396,-0.03457932,-0.93613861,1.58378646,-0.01882698,1.0,-0.01984849,0.0,4.72,0.8136431,0.19611614,1.0,0.00058078,1.79554014,0.16172674,2.32556296,0.01355187,0.36875927,0.58762376,0.03588867,2.20519423,1.59657992,-0.12334916,-1.47689069,-0.60831404,0.19415735,0.94312562,0.04375,-0.43873708,0.0,1.0,-0.0135615,0.0,1.0,-0.17978088,1.0,0.22675235,3.72399063,-0.21053324,-0.68629308,-0.03530335,0.56071631,0.0,0.0,-0.00067122,0.0,-1.0,0.0,0.0,0.0,-0.5019861,0.0,-1.0,0.0,0.0,0.5,0.0,-0.9375,0.0,0.0,0.0,0.06769537,0.94634543,0.0,0.0,0.0,0.0,2.59123926,1981459.40421406,0.0,-1.0,0.0,0.39627792,0.0,0.0,0.0,0.16666667,0.0,-0.476071,0.0,-0.61538462,0.0,0.03520838,-1.0,0.0,-0.1172871
866,2011-03-31,600519.XSHG,866,105.6,106.27,108.01,105.47,316949408.0,4.417,106.27,['inverse hammer'],None,0.2637795275590551,0.685039370078742,0.0511811023622028,107.513,1,0.0233307796323507,0.0234191361435746,0.0246704643595536,0.0235068721366097,0.42842992,-0.22947993,0.8623203,-0.88888889,-2.87e-05,-0.72139934,-1.0,-0.00398406,-1.14,0.0188212,0.7648726,1.14,-0.43833581,-0.57110781,-0.09731877,-0.25012382,-0.15124533,-0.98959881,1.62159485,-0.01763933,-1.0,0.21049455,0.0,1.06,0.00247647,0.51449576,1.0,0.00082796,1.56375372,0.08422432,2.26635414,0.01248734,0.18474492,0.17161961,0.00585938,1.32564366,0.97368968,-0.53332862,-1.48612596,-0.75846538,-0.2095022,0.99653122,0.03125,-0.67113854,0.0,1.0,-0.04710105,0.0,1.0,-0.18634778,1.0,0.69951461,1.45135434,-0.30412868,0.6566899,-0.90145107,1.52953087,0.0,0.0,-0.00103413,0.0,-1.0,0.0,0.0,0.0,-0.6815772,0.0,-1.0,0.0,0.0,0.25,1.1644503,-0.8125,0.0,0.0,0.0,0.03792415,0.95112191,0.0,0.0,0.0,0.0,0.40506259,317.91616836,0.87723569,0.0,0.0,0.38828203,0.0,0.0,0.0,0.16666667,0.0,-0.97745766,0.0,-0.46153846,0.0,0.02824579,-1.0,0.0,0.26505464
867,2011-04-01,600519.XSHG,867,106.35,106.04,107.16,105.5,326554080.0,4.417,106.04,[],None,0.1867469879518004,0.487951807228918,0.3253012048192815,107.6175,1,0.0236447592613524,0.023068612006895,0.0246835498250909,0.0234110787172011,0.06577646,0.3452312,0.793759,-0.83333333,-0.02245331,-0.69056689,-1.0,-0.00099404,0.39,0.96661721,0.73606525,0.39,-0.43570722,-0.14707467,-0.01289043,-0.22057369,-0.0030969,-0.75024728,1.60979228,-0.00462461,-1.0,-0.19973952,0.0,-0.51,0.98367953,0.372678,1.0,0.00071098,1.76186231,0.13186915,1.8202542,0.0125383,0.88031652,0.8694362,0.02539062,2.81679127,1.92383778,-0.04300139,-0.29929207,-0.62881981,0.78983765,0.11034142,0.0625,-0.66241043,0.0,1.0,-0.02120592,0.0,1.0,-0.21094527,1.0,1.27378833,0.58467501,-0.32973594,0.46790164,-0.01174029,-0.47654423,0.0,0.0,-4.749e-05,0.0,-1.0,0.0,0.0,-1.0,-0.18695365,0.0,-1.0,0.0,0.0,1.0,1.99436202,-0.5,0.0,0.0,0.0,0.03235441,0.8445466,0.0,0.0,0.0,0.0,-0.17676616,28.18382931,0.91695358,-1.0,0.0,0.39885969,0.0,0.0,0.0,0.16666667,0.0,-0.62188889,0.0,-1.0,0.0,-0.02548243,-1.0,0.0,-0.18564798
